poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,lga_id
-4.028,-6.287,-1.488,-1.597,-1.826,-1.89,-2.488,0.795,-0.574,-3.203,-2.335,-0.344,59680162B59739898555342
-1.502,-6.287,-1.334,-0.393,-2.457,-2.761,-2.709,-0.933,-0.323,-3.203,-2.316,-0.076,59680162B5974853059370
1.994,2.697,0.052,0.873,0.667,0.025,0.28,-0.933,0.78,5.126,0.581,-0.725,59680162B59976260592487
-3.945,-5.133,-1.109,-1.031,-1.664,0.695,-0.835,-0.933,0.159,-3.203,-2.335,0.065,59680162B60046857326615
-3.328,-6.287,-0.807,-0.806,-2.963,-1.243,-1.573,-0.357,-0.609,-2.73,-1.814,-0.426,59680162B6009908161486
-3.311,-4.889,-0.599,-0.835,-2.639,-1.955,-0.439,0.795,0.071,-2.066,-1.662,0.184,59680162B60219664923389
1.006,4.867,0.943,1.187,1.569,1.543,0.799,0.219,0.848,3.831,2.469,0.398,59680162B60349541451220
1.946,5.444,0.765,2.195,0.525,1.408,2.148,0.219,0.139,1.248,1.804,0.317,59680162B60516342630503
1.186,3.585,1.07,0.854,1.722,0.083,-0.545,0.219,0.391,1.022,2.368,0.357,59680162B60568566930973
3.618,1.907,-0.096,0.872,1.732,-1.079,0.983,0.795,1.088,2.295,0.904,0.201,59680162B60638866528984
1.475,5.303,1.292,1.088,1.218,0.854,2.18,-0.933,0.319,2.508,1.049,0.184,59680162B60875368726655
0.016,0.973,0.306,0.445,0.447,0.236,0.291,0.795,0.248,-3.203,0.142,-0.357,59680162B6096372749080
2.173,2.081,0.997,0.315,1.691,-0.493,1.062,1.946,0.982,3.547,1.115,0.103,59680162B61002782115608
2.448,4.063,0.708,0.484,0.841,0.937,1.102,1.946,1.027,3.34,-0.915,-0.042,59680162B61092998371306
-2.101,-5.22,-1.488,-0.025,-0.357,-2.483,-2.466,-0.933,0.188,-1.492,0.367,-0.907,59680162B61116944198945
3.204,4.934,0.573,0.341,1.637,-1.003,1.583,2.522,0.515,4.904,0.389,0.107,59680162B61170702756328
-1.035,-2.792,-0.902,-1.35,-2.501,-0.943,-1.009,-0.933,-0.392,-1.608,0.298,0.039,59680162B61270202433812
-2.117,-6.287,-0.415,-0.165,-3.701,-2.761,-2.602,-0.933,-0.7,0.504,-2.335,-0.3,59680162B61434523060701
-2.098,-6.287,-1.488,-0.361,-1.843,-2.761,-2.709,0.219,-0.653,-3.203,-2.161,-0.27,59680162B61451583552190
1.516,3.533,0.449,1.849,0.988,2.38,1.599,0.219,0.281,3.424,1.191,-0.284,59680162B61567493958965
3.243,2.626,1.048,1.121,1.235,0.996,1.931,-0.933,0.427,1.835,-0.533,-0.217,59680162B61760155439631
-2.05,-4.423,-1.488,-1.424,-2.304,-2.58,-2.709,-0.357,-0.57,-3.203,-2.335,-0.129,59680162B61774592523326
-3.007,-1.536,0.261,-0.739,-1.142,0.151,0.202,0.219,-0.266,1.102,-0.665,0.152,59680162B61995403132351
-2.397,-5.446,-1.488,-1.212,-3.74,-2.761,-1.212,-0.357,-0.312,-0.353,-2.335,0.123,59680162B6205124943279
-0.473,-0.22,-0.424,0.45,-0.414,1.103,0.202,-0.933,-0.215,-1.048,1.319,0.121,59680162B62255786160615
1.371,-0.82,0.492,0.469,1.192,0.25,0.76,-0.933,0.134,-0.482,-0.26,-0.328,59680162B62313947241233
1.248,4.77,1.233,0.323,0.254,1.317,2.351,-0.357,0.469,3.466,0.936,-0.1,59680162B62360966111253
3.8,7.1,0.672,0.074,0.999,0.626,1.607,-0.357,0.459,3.026,1.351,0.107,59680162B62375507242594
-4.893,-3.671,-0.725,-1.908,-2.34,-0.319,-1.183,-0.933,-0.607,-1.43,-2.335,-0.401,59680162B62394297156991
-5.182,-4.005,-1.407,-2.171,-1.458,-2.761,-0.921,-0.933,-0.806,-3.203,-1.98,-0.088,59680162B62922932811240
-2.117,-2.745,-1.275,-0.482,-1.465,-0.073,-1.224,-0.357,0.656,-3.203,-0.254,0.159,59680162B6299894636493
-1.433,2.932,0.573,-1.251,0.465,0.627,0.084,0.219,-0.14,-2.366,-0.488,-0.099,59680162B63010488329613
-2.685,-6.287,-0.924,-0.98,-1.143,-2.226,-1.437,-0.933,-0.841,-3.203,-2.299,-0.202,59680162B63088628372837
-2.901,-4.482,-1.488,-1.156,-2.281,-0.714,-1.578,-0.357,0.329,-2.74,-0.439,0.133,59680162B63156374952276
-1.431,-2.705,-0.745,-1.273,0.661,0.321,0.116,0.219,-0.011,-2.828,-0.03,0.312,59680162B6318880418470
1.197,3.148,-0.245,0.488,1.89,1.747,1.088,-0.357,0.631,4.367,1.855,0.186,59680162B63355484795141
2.49,1.205,0.678,1.007,2.716,1.516,1.909,-0.933,0.879,-0.052,2.168,0.104,59680162B63361885953813
1.146,3.749,0.894,0.427,1.349,-0.397,1.871,0.219,0.253,-1.03,1.216,0.122,59680162B63392407575553
3.347,2.769,0.807,1.698,1.507,1.281,1.82,-0.357,0.149,1.36,1.447,-0.097,59680162B63511927639310
1.386,6.104,-0.419,-0.037,2.043,2.484,4.464,-0.357,-0.156,3.701,1.632,0.254,59680162B63684780260143
-2.236,-2.326,-1.205,-0.865,-0.261,0.547,-0.667,0.795,-0.08,-1.661,-2.208,-0.621,59680162B63804955714699
1.21,5.276,0.776,1.772,0.346,1.393,-0.093,-0.933,0.845,1.72,3.036,0.355,59680162B63960569375521
-0.084,-1.441,0.234,0.249,1.316,-2.042,-0.43,-0.357,0.299,-1.651,1.127,0.252,59680162B64027612781435
-1.002,-3.744,-1.488,-0.79,-0.739,0.231,-1.538,0.219,0.131,-3.203,-1.066,-0.305,59680162B64112154685735
1.875,1.125,0.35,1.497,0.113,1.275,0.884,0.795,1.373,-2.181,-1.109,0.168,59680162B64183111122385
-0.121,-0.279,0.72,-0.439,0.527,-1.424,0.056,-0.933,0.105,-3.203,-0.391,-0.216,59680162B6425058524044
-1.977,-2.333,-1.333,-0.215,-3.848,-1.822,-1.051,-0.933,-0.82,-2.564,-1.254,-0.13,59680162B64506251287847
3.469,3.182,0.203,0.148,0.802,1.017,1.831,-0.357,0.394,4.169,1.961,0.001,59680162B64610537243626
2.881,2.556,0.875,0.703,2.118,0.343,1.225,-0.357,0.534,3.462,0.09,0.373,59680162B64636531363939
1.732,-1.696,0.232,2.296,0.647,-0.133,2.158,-0.357,0.157,1.431,-0.169,0.066,59680162B64690225464412
3.632,2.161,1.035,1.201,-0.12,0.878,0.727,1.371,0.747,-1.039,3.133,0.191,59680162B64727590098747
-0.752,-2.53,-0.446,-0.807,-2.372,-2.234,-1.669,-0.933,-0.323,-2.466,-2.335,-0.271,59680162B64770944232121
-4.674,-6.287,-0.809,-0.97,-2.417,-1.947,-0.633,-0.933,0.003,-3.203,-1.772,-0.362,59680162B64829234996535
2.245,5.624,0.37,-0.521,1.624,0.679,-0.035,1.371,0.556,1.836,0.162,0.265,59680162B65118596491840
-1.931,-4.53,-0.247,-0.58,-1.07,-2.761,-0.673,-0.357,0.405,-3.203,-0.893,0.139,59680162B65190975434062
2.048,1.136,0.46,0.5,1.06,1.322,0.643,0.795,0.536,1.949,1.276,-0.068,59680162B65219804693248
1.387,0.417,0.527,1.744,0.796,-0.396,2.478,1.371,-0.034,2.433,0.352,0.07,59680162B65662189989638
2.041,1.122,0.533,0.232,0.872,0.593,0.837,1.371,0.758,1.121,0.938,0.129,59680162B6607126567740
-2.848,-4.25,-0.869,-0.913,-2.412,-2.642,-0.673,-0.933,-0.538,-2.574,-0.132,0.064,59680162B66079212084305
1.686,4.895,0.93,0.332,0.799,-0.172,4.031,0.795,0.653,2.93,-0.034,0.081,59680162B66353567053476
-1.926,-4.731,-1.4,-2.073,-2.618,-2.514,-2.01,-0.357,0.106,0.261,-1.182,0.2,59680162B66461609617276
1.928,4.921,-0.536,0.691,-0.469,1.103,0.918,1.371,1.054,0.58,1.997,-0.533,59680162B66628176907248
2.742,5.371,1.053,1.18,1.214,2.66,2.105,-0.357,0.125,2.809,1.568,0.115,59680162B66631777088899
-0.619,0.276,0.842,-0.931,0.507,-0.248,-1.853,0.219,0.19,0.244,-0.853,0.026,59680162B66680936539808
-4.697,-5.256,-1.166,-0.597,-2.572,-2.761,-2.709,-0.933,-0.199,-3.203,-2.065,-0.405,59680162B66692684641238
1.552,-0.64,0.289,1.187,0.197,0.977,0.754,1.371,1.023,0.198,2.213,0.207,59680162B67238968218645
-0.404,-1.096,0.546,-1.374,-1.183,-2.761,0.98,1.371,-0.377,-0.406,-0.987,0.082,59680162B67606782034303
-4.42,-6.287,-1.488,-0.26,-1.972,-2.188,-2.709,-0.357,0.011,-3.203,-1.769,0.04,59680162B67610911656226
1.743,2.0,0.612,0.523,0.439,-0.297,1.022,0.795,0.721,3.289,1.466,-0.494,59680162B67680561366569
-1.792,-6.287,-0.937,-1.136,-1.316,-2.761,-2.709,0.219,0.069,-3.203,-2.335,-0.051,59680162B67711641000031
-0.81,0.568,-0.565,-0.986,-1.035,-2.087,-0.271,-0.933,-0.248,-3.203,-1.098,-0.253,59680162B67809263123643
-2.075,-3.176,-0.925,-1.572,-2.131,-1.875,-2.709,-0.933,0.454,-2.09,-2.335,0.204,59680162B6783963116345
-2.688,-6.287,-1.179,-0.648,-1.523,-2.761,-2.376,-0.933,-0.464,-3.203,-1.484,-0.067,59680162B68024378624756
1.247,2.147,2.265,1.23,0.735,1.26,1.132,0.219,1.049,0.343,0.904,-0.231,59680162B68131021355449
-1.11,-2.623,-0.608,-0.499,-1.961,-1.326,-0.589,-0.933,0.387,1.374,-2.314,0.193,59680162B68133263226567
-1.752,-0.567,-1.183,0.05,-0.763,-0.688,-0.32,0.795,0.543,-1.309,0.509,-0.051,59680162B68239008143557
-4.594,-3.573,-1.146,-1.163,-0.982,-2.761,-1.749,-0.357,0.23,-3.203,-1.163,-0.555,59680162B68325668602500
-4.24,-3.729,-0.751,-0.505,-2.46,-2.761,-0.642,-0.933,0.415,-1.51,-2.169,-0.432,59680162B68379866165825
2.061,0.374,0.479,2.179,-0.775,0.548,0.239,-0.933,0.315,1.021,0.355,0.155,59680162B68799842423101
-0.041,-0.322,-0.442,-0.499,0.786,-0.045,0.039,0.219,0.205,-2.831,0.388,-0.074,59680162B69095881694103
-1.874,-1.891,-0.191,0.683,-0.946,-1.293,-0.047,-0.933,-0.253,-3.203,-1.284,0.28,59680162B69298252864907
-0.625,-0.259,-0.507,-1.499,-0.66,-1.144,-1.304,-0.357,-0.253,-3.009,0.739,-0.083,59680162B6932812925911
-1.896,-1.435,-1.342,-0.056,0.075,-1.436,-0.805,-0.933,0.341,-3.203,-0.631,0.082,59680162B69595078054024
-4.98,-3.114,-1.194,-0.92,-3.848,-2.221,-2.64,-0.357,-0.172,-2.931,-2.335,0.165,59680162B69679397491551
1.635,-0.436,0.151,-0.218,-0.47,0.593,0.832,-0.357,0.295,-1.605,-1.708,-0.266,59680162B69752440983216
2.276,1.886,1.604,-0.096,0.057,0.388,1.716,0.219,0.976,2.939,1.682,0.384,59680162B69796164397605
-1.251,-0.221,-0.362,-0.67,-0.613,-0.518,-0.213,-0.357,0.025,-2.948,0.105,-0.669,59680162B69944768623609
1.562,1.106,0.459,0.313,1.26,0.879,1.605,1.371,0.711,4.213,0.26,-0.732,59680162B70118559758614
-0.838,-1.436,0.147,-1.0,-0.448,1.544,-0.143,-0.357,-0.274,0.105,1.258,-0.096,59680162B70265669805684
-3.717,-4.465,-0.961,-0.474,-1.766,-1.185,-0.429,-0.933,-0.102,-3.035,-0.596,-0.546,59680162B7029176012538
-0.818,-3.854,-0.822,0.15,-0.169,-1.558,-0.693,1.371,0.482,-2.389,-1.953,-0.09,59680162B70509973828236
-0.857,-5.91,0.36,-0.385,-2.393,-0.583,-2.156,-0.357,0.115,-3.203,-0.155,-0.689,59680162B70529740290920
-1.9,-6.287,-0.181,-1.656,-2.516,-1.66,0.003,-0.933,0.465,-3.203,-2.159,-0.115,59680162B70631413452384
-2.35,-1.324,-0.613,-0.809,-2.419,-1.845,-2.393,-0.357,-0.341,-3.203,-0.506,-0.289,59680162B70922239420655
-2.171,-3.644,-1.488,-0.101,-1.72,-1.256,-0.908,-0.357,0.197,-3.203,-1.86,-0.255,59680162B70948216254513
-2.11,-2.798,-0.538,-1.277,0.542,-0.568,-0.036,-0.357,0.772,-3.124,-0.742,0.069,59680162B70966513794539
0.599,2.959,0.954,1.683,0.709,1.951,2.162,-0.357,-0.442,3.629,-0.444,0.265,59680162B71065109904105
-4.401,-5.983,-1.02,-0.686,-3.848,-2.761,-2.709,0.219,-0.88,-3.203,-0.996,0.118,59680162B71074793306885
1.529,5.359,1.731,-0.308,1.899,3.124,2.29,0.219,0.294,1.195,2.036,0.025,59680162B7149387462115
-4.102,-6.287,-1.488,-1.516,-2.826,-2.761,-2.709,-0.357,0.132,-3.203,-2.335,-0.012,59680162B71691370147242
1.397,3.13,1.484,0.834,0.78,-0.093,1.409,1.371,0.081,2.523,0.852,-0.501,59680162B7192144408722
-2.999,-5.994,-1.198,-1.712,-2.019,-2.317,-2.326,-0.357,-0.541,-2.57,-2.335,-0.382,59680162B72042998542035
-1.391,-2.846,-0.128,-0.49,-3.54,-2.761,-0.84,-0.357,-0.402,0.407,1.01,-0.336,59680162B72061925749770
1.435,-3.344,-0.482,-0.033,-2.773,0.184,-0.794,-0.933,-0.005,-3.203,-2.015,0.107,59680162B72068294191364
-4.064,-3.396,-0.329,-0.54,-3.137,-1.044,-0.433,-0.933,0.065,-2.865,-2.335,-0.055,59680162B72404517830917
-0.547,-1.838,1.484,-0.512,0.788,1.453,-0.132,0.795,0.479,-3.203,-0.97,0.378,59680162B72495617993590
-3.098,-3.776,-0.42,-1.153,-2.555,-2.761,-0.642,-0.933,-0.595,-3.203,-2.335,-0.251,59680162B72514771239598
0.064,-1.344,-0.086,-0.697,0.452,-0.04,-0.515,0.219,0.241,-2.011,0.444,0.042,59680162B7261312330016
-2.126,-2.791,-1.405,-0.526,-1.77,-0.218,-0.89,-0.933,-0.528,-1.026,-0.427,0.083,59680162B72641942292242
1.742,0.962,1.693,0.894,0.517,1.02,0.085,-0.357,0.682,2.126,1.822,-0.007,59680162B72659245241320
1.313,2.141,0.598,0.698,0.986,-0.19,0.997,3.098,0.761,0.045,1.007,0.162,59680162B72688070781247
-3.762,-6.287,-1.488,-1.636,-1.559,-2.761,-1.334,0.219,0.015,-3.203,-2.335,-0.186,59680162B72688390978538
1.271,4.646,1.656,0.522,1.875,1.485,3.339,0.219,-0.008,3.038,1.524,0.068,59680162B7272699675434
1.645,3.123,0.693,0.616,1.598,1.154,3.471,-0.357,0.215,1.98,1.76,0.188,59680162B7305913438202
-2.023,-6.287,-1.4,-1.171,-2.032,-0.988,-0.719,-0.933,-0.759,-2.988,-1.641,-0.13,59680162B73078519517404
2.189,2.006,0.892,1.498,2.673,0.442,2.759,-0.933,0.82,1.581,1.3,0.122,59680162B73114171000075
-3.013,-3.355,-1.488,-1.473,-1.4,-2.684,0.502,-0.933,-0.781,-0.772,-2.239,0.107,59680162B73238408569532
-2.419,-5.97,-0.103,-1.845,-2.464,-0.179,-2.709,-0.933,-0.433,-3.203,-1.221,0.138,59680162B73411137510562
1.516,2.481,-0.404,0.487,0.951,1.568,3.131,0.219,0.861,1.651,2.215,-0.174,59680162B73440349718888
-0.463,-4.787,-1.386,-1.087,-1.815,-2.549,-2.386,-0.357,-0.75,-0.537,-2.011,0.038,59680162B73807077480910
-2.014,-5.539,-1.488,0.225,-3.331,-2.761,-2.709,-0.933,-0.552,-3.203,-1.429,0.247,59680162B73824932270854
-1.629,-6.287,-1.011,-1.214,-2.642,-2.761,-0.086,0.219,-0.034,-3.203,-1.984,-0.249,59680162B73921161942586
-3.833,-6.287,-0.968,-1.456,-3.848,-2.761,-2.709,-0.933,0.424,-1.786,-1.44,-0.305,59680162B73952515985037
-4.967,-4.55,-1.488,-0.907,-2.173,-2.601,-2.186,-0.357,-0.367,-3.203,-2.22,0.08,59680162B74094197759690
-2.955,-2.232,-0.919,-0.199,-1.803,-2.761,0.873,-0.933,-0.235,-3.037,-2.157,0.245,59680162B74099392913903
-3.487,-4.196,-1.488,-1.601,-3.448,-2.761,-1.847,-0.933,-0.386,-2.381,-2.335,0.238,59680162B74248263036628
2.469,5.552,1.344,0.581,1.658,1.628,1.712,-0.933,0.421,2.056,2.627,0.244,59680162B74336355497846
-3.968,-4.201,-1.21,-1.896,-1.471,-2.339,0.431,-0.933,-0.972,-3.203,-1.403,0.225,59680162B74485110483501
-3.427,-6.03,-1.488,-1.026,-2.907,-1.907,-2.07,0.219,-0.394,-3.203,-2.09,-0.15,59680162B74748273614391
-4.554,-4.824,-1.488,-0.69,-0.881,-2.761,0.011,-0.933,-0.456,-3.203,-1.227,-0.381,59680162B74859155842016
-0.824,-6.287,-1.321,-0.1,-1.255,-2.328,-1.559,0.219,0.499,-3.203,-2.335,-0.587,59680162B7486965108625
-2.449,-6.287,-0.484,-0.733,-3.553,-0.578,-1.593,-0.933,-0.451,-3.203,-2.335,-0.004,59680162B75104511306168
-1.192,-2.549,-1.302,-0.611,-1.047,-0.643,-1.975,-0.933,-0.094,-2.326,-0.975,0.028,59680162B7511527862302
-2.221,1.33,-0.759,-1.315,-1.476,0.684,0.493,0.219,0.54,-2.312,-0.915,-0.027,59680162B75172896497028
2.412,1.766,2.465,0.82,2.289,-0.189,2.705,0.219,1.003,3.693,2.734,0.206,59680162B75348496545912
-1.097,-1.202,0.042,-0.676,-1.612,-0.793,-0.152,0.219,0.697,-1.553,-0.307,-0.211,59680162B75618838886778
-2.561,-2.588,0.173,-1.011,-2.063,-2.397,-1.027,-0.933,-0.3,-3.203,-2.276,-0.602,59680162B75725109309044
0.007,-0.578,-0.765,-0.234,-1.378,-1.251,-1.828,-0.933,-0.086,-3.203,-1.051,0.024,59680162B75733324884372
-1.288,-6.287,-1.418,-0.353,-1.728,-1.316,-1.826,-0.357,0.16,-3.203,-1.462,-0.035,59680162B76063539046075
-1.394,0.126,-0.14,-0.934,-1.994,-1.711,0.262,-0.357,0.03,-3.203,0.992,0.055,59680162B76072611977433
-0.506,-3.793,-1.185,-2.375,-1.446,-2.418,-0.947,-0.933,-0.227,0.124,-2.23,0.151,59680162B76130047047659
-3.02,-0.965,-0.611,0.506,-1.257,-1.386,-0.188,-0.357,0.198,-1.162,-0.238,-0.105,59680162B7635361694273
-0.707,-6.287,-1.189,-0.969,-2.149,0.767,-2.248,-0.357,-0.701,-3.076,-1.136,0.338,59680162B76413580563978
-4.317,-4.029,-1.488,-1.539,-1.464,-1.687,-2.567,-0.933,-0.393,-3.203,-2.335,-0.466,59680162B76564266679550
-2.24,-6.287,-0.158,-1.397,-2.911,-2.761,-1.684,-0.933,0.204,-3.203,-2.335,-0.016,59680162B76636581595069
3.241,3.37,1.218,0.667,1.302,1.466,2.287,3.098,0.285,2.796,0.692,-0.115,59680162B76704120420691
-4.387,-5.589,-1.488,-1.327,-1.861,-1.499,-2.709,0.219,-0.472,-3.203,-0.41,-0.307,59680162B76876152340896
3.313,4.163,0.652,1.199,2.391,-1.183,3.391,-0.933,-0.05,4.396,0.039,0.166,59680162B76882427234764
0.705,2.059,0.109,2.116,0.934,0.079,0.497,2.522,0.355,1.6,1.681,0.012,59680162B76884691739548
1.761,4.34,0.506,0.723,1.986,1.475,2.44,-0.357,0.856,4.967,0.643,-0.075,59680162B77130024076735
1.354,4.245,0.826,1.4,1.289,1.26,1.749,0.795,0.162,2.876,2.64,-0.327,59680162B77220990792423
-4.283,-6.287,-1.074,-1.727,-3.278,-2.761,-2.333,-0.357,-0.147,-3.203,-2.176,-0.26,59680162B77368104900520
-1.627,-1.64,0.65,-0.667,-0.784,-0.163,-1.64,-0.357,0.277,-3.203,-1.475,-0.191,59680162B77398299052023
-0.254,-3.05,-0.09,-1.892,-2.219,-1.088,-0.077,-0.357,-0.258,-2.313,-0.776,-0.062,59680162B77604659700593
-3.687,-6.287,-1.416,-1.073,-3.587,-1.834,-2.709,-0.933,-0.249,-3.203,-1.314,-0.043,59680162B77807256215392
-2.841,-6.158,-0.427,-1.119,-2.479,-2.761,-2.709,-0.357,-0.589,-3.067,-0.869,-0.533,59680162B7784772599553
-2.477,-4.393,-0.734,-1.298,-3.125,-0.868,-2.709,-0.357,-0.113,-3.203,-1.382,-0.361,59680162B7861486631755
-2.371,-3.757,-1.358,-1.704,-2.18,-0.694,-0.479,0.219,-0.439,-3.203,-2.335,-0.073,59680162B78634023582239
-1.409,-4.874,-1.096,-1.794,-1.144,-0.589,-2.223,-0.933,-0.783,-2.646,-1.403,-0.054,59680162B78639882894514
-0.393,3.358,0.787,1.654,1.022,2.799,1.081,-0.357,0.233,1.015,1.607,-0.124,59680162B78681214723365
1.609,3.085,1.324,1.373,2.726,0.868,2.909,-0.933,0.992,2.011,2.87,0.355,59680162B7876035432306
-0.621,-5.339,-0.248,-0.906,-2.007,-1.543,-2.059,0.795,-0.37,-2.888,-1.48,0.142,59680162B78900735102434
-1.583,-1.375,-0.17,-1.071,-1.93,-0.163,-0.603,-0.357,0.336,-2.886,0.385,-0.331,59680162B7891718144591
-4.289,-5.378,-1.302,-0.544,-0.542,-2.761,-2.095,-0.933,0.035,-3.203,-2.335,-0.04,59680162B78935719106444
-4.249,-5.227,-1.472,-0.634,-3.004,-2.761,-2.534,-0.933,-0.295,-3.203,-2.011,0.08,59680162B7938799528038
2.156,5.256,0.553,0.9,1.483,2.443,1.553,0.219,0.283,1.865,1.745,0.204,59680162B79463473975333
2.708,4.985,0.978,0.039,1.289,1.487,1.813,-0.357,0.336,2.892,1.705,0.219,59680162B79502957035648
0.926,3.004,0.543,1.029,0.751,2.321,1.119,-0.357,0.143,2.999,1.783,0.16,59680162B79526209894783
2.061,4.903,-0.067,1.808,1.304,-1.071,0.874,-0.357,0.962,1.205,1.311,0.388,59680162B797578221173
-2.11,-2.141,-1.085,-0.683,-3.848,-1.717,-0.338,-0.357,-0.567,-1.658,-1.898,-0.413,59680162B79793295224635
-3.158,-4.3,-1.488,-0.8,-2.983,-2.397,0.927,-0.357,-0.691,-2.822,-1.507,-0.201,59680162B79825109156569
0.929,-2.156,-1.488,-1.353,-2.573,0.667,1.066,-0.357,-0.021,-3.203,0.042,-0.682,59680162B79884468001879
-4.169,-5.58,-1.488,-0.669,-2.142,-2.761,0.674,-0.933,-0.536,-3.203,-1.515,-0.495,59680162B80116312922204
3.071,2.963,2.161,1.422,0.327,0.776,1.647,1.946,0.87,3.536,1.383,0.122,59680162B80393484388201
1.92,2.424,0.751,0.203,2.463,1.648,2.129,-0.933,0.814,1.73,2.378,-0.135,59680162B80605638185127
-2.252,-3.052,-0.528,-0.141,0.135,-0.914,-1.209,-0.933,0.91,-3.203,-0.118,-0.101,59680162B80670265641804
0.225,1.374,0.142,2.081,1.73,-0.251,1.436,2.522,0.256,1.066,-0.429,0.21,59680162B8070211954831
0.259,-0.494,0.493,-0.886,-1.459,0.104,0.457,-0.357,-0.315,-3.203,0.857,0.101,59680162B80791368745463
1.819,3.859,0.655,1.48,0.456,1.564,2.184,-0.933,0.208,2.369,1.601,-0.144,59680162B80813578140782
-0.21,-2.371,-0.133,-0.513,-0.337,-0.249,-1.341,0.219,0.194,-1.8,-0.546,0.184,59680162B80910542790982
-1.168,-0.929,-1.121,-0.185,-0.555,0.581,-1.369,-0.933,0.658,0.713,-0.756,-0.407,59680162B81014786719276
-3.731,-2.0,-0.738,-1.191,-2.518,-2.761,-2.239,-0.357,-1.036,-3.203,-2.335,0.087,59680162B81796058650879
1.037,2.516,0.686,-0.958,1.777,0.271,-0.132,0.219,0.688,-1.427,-0.965,-0.423,59680162B82021418174103
-4.126,-6.287,-1.346,-0.737,-3.164,-2.761,-2.498,-0.933,0.06,-3.203,-2.335,0.047,59680162B82334724733824
-2.204,-3.423,-0.854,-0.208,-1.501,-0.544,-0.654,-0.357,0.349,-1.522,-1.348,0.216,59680162B82387239737873
2.473,-0.035,1.965,0.944,2.49,1.714,1.014,-0.357,0.138,1.894,-0.29,0.094,59680162B8258215962885
3.58,5.555,-0.837,0.577,1.629,2.459,-1.196,0.219,0.688,-1.014,0.199,0.264,59680162B82734256395858
-0.398,-4.256,-0.687,-1.649,-0.393,-0.298,0.652,-0.357,-0.216,-0.464,-1.07,-0.261,59680162B82820769085578
-3.508,-5.712,-1.488,-0.354,-3.121,-2.761,-0.89,-0.357,-0.348,-3.203,-1.981,-0.315,59680162B82944797684000
1.83,1.155,1.218,0.899,-0.894,2.146,2.882,-0.357,0.858,1.594,1.909,0.314,59680162B82946706311025
0.3,0.053,1.504,0.369,1.951,-0.586,1.897,1.371,0.583,1.959,0.06,0.016,59680162B82996162763265
-2.362,-3.145,-1.488,-0.862,-2.312,-2.761,-2.672,-0.933,-0.56,-3.203,-2.335,0.146,59680162B83041511737206
1.299,2.134,-1.016,1.047,-0.519,1.286,0.757,0.795,0.966,0.928,2.083,0.013,59680162B83052310642670
2.398,3.782,1.378,1.593,0.426,2.968,2.408,-0.933,0.556,3.314,0.662,0.39,59680162B83099166959131
-2.656,-0.724,0.388,-0.63,-1.013,-2.097,-1.566,-0.357,0.506,-0.899,-1.73,-0.108,59680162B83241100924072
-1.011,-1.662,0.448,0.207,-0.257,-1.399,-1.032,1.371,0.228,-3.203,-0.842,0.027,59680162B83278495681126
-1.648,-6.287,-0.6,0.031,-1.583,-1.695,-0.608,-0.357,0.328,-3.203,-1.413,-0.246,59680162B83284995722346
2.171,1.384,0.361,0.04,-1.032,1.596,0.314,0.219,0.666,3.128,0.94,0.097,59680162B83386112613514
3.277,3.023,0.364,1.047,0.677,0.106,1.321,1.371,0.385,1.106,1.205,0.206,59680162B83394095212312
-5.286,-3.486,-1.124,-2.03,-3.447,-2.603,-2.126,-0.933,-0.56,-3.203,-2.335,0.066,59680162B83455285452940
-3.519,-4.055,-0.597,-1.213,-1.319,-2.004,-1.582,-0.933,-0.635,-3.203,-2.335,-0.096,59680162B83508950999506
1.242,-0.436,-0.971,1.111,1.087,0.525,0.499,-0.933,-0.212,-3.203,-0.825,0.333,59680162B83662033692716
-3.145,-3.761,-0.373,-1.3,-1.926,-2.16,-0.53,-0.357,0.633,-2.747,-0.87,0.04,59680162B83694422254145
0.022,1.906,0.088,-0.391,2.122,0.414,1.551,0.219,0.577,-1.93,0.618,0.321,59680162B83800309048446
2.064,4.687,0.792,0.879,0.701,1.015,0.65,0.219,0.553,3.438,1.123,0.198,59680162B8390528040617
1.509,6.197,0.039,1.442,1.992,0.905,0.256,1.946,-0.076,-0.01,1.957,0.019,59680162B83966420631158
-5.478,-6.287,-1.488,-1.352,-1.83,-2.354,-2.0,-0.357,0.102,-2.802,-0.999,0.253,59680162B84100135495566
-2.036,-3.717,-0.345,0.086,1.481,-1.748,-1.653,-0.933,0.074,-1.282,-1.234,-0.176,59680162B84198311358077
1.284,4.802,0.522,0.568,-0.457,-1.273,1.695,-0.933,0.666,0.967,-0.32,-0.09,59680162B84224544107566
-0.901,3.245,0.378,0.212,-0.058,-0.588,2.166,-0.357,0.141,1.598,1.993,0.296,59680162B84327981884458
-0.391,8.407,0.655,0.821,1.253,1.324,0.578,1.946,0.543,3.789,1.433,-0.131,59680162B84612216171504
2.35,-0.199,-0.225,0.968,-0.369,-0.054,0.458,1.946,-0.028,0.138,-0.842,-0.027,59680162B84828583281462
-3.985,-6.287,-0.956,-0.843,-3.848,-2.761,-1.412,-0.933,-0.716,-2.573,-2.335,-0.103,59680162B84830000650933
